Combinations,Count
"('GHEE DOSA', 'OREO MILK SHAKE')",2
"('CHANNA SAMOSA', 'TEA')",2
"('ONION DOSAI', 'PAPER DOSA')",2
"('CHANNA SAMOSA', 'PANIYARAM')",2
"('SEV PURI', 'TEA')",2
"('BAAJEE', 'SEV PURI')",2
"('COLD BOOST', 'EGG CHILLI PARATHA')",2
"('BHEL PURI', 'IDLY')",2
"('CURD VADA', 'GHEE ONION PODI DOSA')",2
"('COLD BOURNVITA', 'WATER BOTTLE - 10')",2
"('BISCUIT - 10', 'CHICKEN FRIED RICE')",2
"('EGG BOILED', 'WHITE CHICKEN MASALA')",2
"('MAAZA MINI', 'OREO MILK SHAKE')",2
"('CHAPATHI -1', 'EGG PODIMAS')",2
"('CHICKEN PODI MASS', 'PINE APPIE JUICE')",2
"('PODI ONION DOSAI', 'WATER BOTTLE - 10')",2
"('SEZWAN CHICKEN FRIED RICE', 'SEZWAN VEG FRIED RICE')",2
"('BOOST', 'SAMBAR RICE')",2
"('GOBI FRIED RICE', 'VEG NOODLES')",2
"('PANEER FRIED RICE', 'VEG NOODLES')",2
"('LEMON RICE', 'TOMATO RICE')",2
"('BAAJEE', 'CHENNA - 10')",2
"('CHICKEN MANCHURIAN', 'EXTRA')",2
"('CHICKEN NOODLES', 'WATER MELON')",2
"('OMLETTE', 'SAMBAR RICE')",2
"('CHEESE MASALA DOSA', 'IDLY')",2
"('BUTTER SCOTCH', 'PANI PURI')",2
"('CHICKEN MANCHURIAN', 'VEG BIRIYANI')",2
"('COKE MEDIUM', 'VENNILA CUP')",2
"('COKE MINI', 'PAPER DOSA')",2
"('CHILLI CHICKEN', 'EXTRA')",2
"('EGG BOILED', 'VADA')",2
"('CHICKEN BRIYANI', 'EGG PODIMAS')",2
"('COKE MINI', 'SEZWAN EGG FRIED RICE')",2
"('GHEE DOSA', 'PARATHA')",2
"('CHICKEN MANCHURIAN', 'SEZWAN CHICKEN FRIED NOODLES')",2
"('CHICKEN FRIED RICE', 'EGG BOILED')",2
"('EGG BOILED', 'HOT WATER')",2
"('APPLE JUICE', 'BOOST')",2
"('BAAJEE', 'BHEL PURI')",2
"('EGG OMLETTE', 'MOSAMBI')",2
"('CHICKEN NOODLES', 'EGG FRIED NOODLES')",2
"('BAG', 'CHICKEN FRIED RICE')",2
"('GOBI FRIED RICE', 'PINE APPIE JUICE')",2
"('EGG FRIED NOODLES', 'PINE APPIE JUICE')",2
"('CHICKEN NOODLES', 'MOSAMBI')",2
"('BUTTER SCOTCH', 'COLD BOOST')",2
"('CHILLI PARTHA', 'SAMBAR RICE')",2
"('BUTTER SCOTCH MINI', 'EGG PODIMAS')",2
"('EGG CHILLI PARATHA', 'MASALA PURI')",2
"('PANEER MASALA DOSA', 'POORI')",2
"('CHILLI CHICKEN', 'WATER BOTTLE - 10')",2
"('DOSA', 'MASALA BONDA')",2
"('DAHI PAPADI CHAT', 'MILK')",2
"('COKE MINI', 'MILK')",2
"('BAAJEE', 'PODI DOSA')",2
"('BOOST', 'CHILLI CHICKEN')",2
"('GOBI FRIED RICE', 'SAMOSA')",2
"('CHILLI CHICKEN', 'PODI DOSA')",2
"('COKE MINI', 'UTHAAPPAM')",2
"('CHICKEN BRIYANI', 'CHICKEN PODI MASS')",2
"('CHICKEN MANCHURIAN', 'MASALA DOSAI')",2
"('KALAKKI', 'MILK')",2
"('GHEE PODI DOSA', 'VEG NOODLES')",2
"('GOBI MANCHURIAN', 'MASALA DOSAI')",2
"('GOBI MANCHURIAN', 'SEZWAN CHICKEN FRIED RICE')",2
"('ALOO PARATHA', 'IDLY')",2
"('EGG PODIMAS', 'MAAZA MINI')",2
"('KALAKKI', 'VEG NOODLES')",2
"('COLD BOURNVITA', 'DOSA')",2
"('PAPER DOSA', 'TEA')",2
"('BUTTER SCOTCH', 'PINE APPIE JUICE')",2
"('EGG PODIMAS', 'WATER BOTTLE - 20')",2
"('EGG PODIMAS', 'ONION UTHAPPAM')",2
"('COKE MINI', 'SPRITE MEDIUM')",2
"('CHICKEN CHILLI PARATHA', 'POMEGRANATE JUICE')",2
"('COLD BOOST', 'ONION DOSAI')",2
"('CHICKEN BRIYANI', 'COLD BOOST')",2
"('BOURNVITA', 'PONGAL')",2
"('PODI DOSA', 'RAVA DOSA')",2
"('PANEER FRIED RICE', 'TOMATO RICE')",2
"('BUTTER SCOTCH', 'MASALA DOSAI')",2
"('COKE MEDIUM', 'GOBI FRIED RICE')",2
"('CHICKEN MANCHURIAN', 'GOBI FRIED RICE')",2
"('BISCUIT - 10', 'LEMON RICE')",2
"('BONDA', 'BOURNVITA')",2
"('MINI MEALS', 'WATER BOTTLE - 10')",2
"('CHILLI CHICKEN', 'WHITE CHICKEN MASALA')",2
"('BOURNVITA', 'LEMON JUICE')",2
"('COKE', 'MEALS')",2
"('MILK', 'ORANGE JUICE')",2
"('CHAPPATHI', 'IDIYAPPAM')",2
"('LEMON JUICE', 'VADA')",2
"('EGG CHILLI PARATHA', 'EGG OMLETTE')",2
"('EGG CHILLI PARATHA', 'SAMOSA')",2
"('KALAKKI', 'SAMOSA')",2
"('PONGAL', 'WATER MELON')",2
"('BAAJEE', 'VEG FRIED RICE')",2
"('CHAPATHI -1', 'WATER BOTTLE - 20')",2
"('COKE MINI', 'SAMBAR VADA')",2
"('OREO MILK SHAKE', 'PINE APPIE JUICE')",2
"('TEA', 'THAMSUP')",2
"('EGG FRIED NOODLES', 'VEG BIRIYANI')",2
"('PANIYARAM', 'THAMSUP')",2
"('CHICKEN MASALA', 'VEG BIRIYANI')",2
"('BONDA', 'GHEE DOSA')",2
"('EGG OMLETTE', 'PEPPER CHICKEN')",2
"('UTHAAPPAM', 'WATER BOTTLE - 20')",2
"('EGG CHILLI PARATHA', 'THAMSUP')",2
"('MINI MEALS', 'WATER BOTTLE')",2
"('CHICKEN CHILLI PARATHA', 'CHICKEN PODI MASS')",2
"('GHEE ONION PODI DOSA', 'PODI ONION DOSAI')",2
"('EGG CHILLI PARATHA', 'PODI DOSA')",2
"('COFFEE', 'COLD HORLICKS')",2
"('COLD HORLICKS', 'HORLICKS')",2
"('CHICKEN PODI MASS', 'PARATHA')",2
"('COKE', 'WATER MELON')",2
"('COKE MEDIUM', 'EGG OMLETTE')",2
"('EGG FRIED NOODLES', 'VEG FRIED RICE')",2
"('LEMON JUICE', 'WHITE CHICKEN MASALA')",2
"('EXTRA', 'WATER BOTTLE - 20')",2
"('APPLE JUICE', 'MINI MEALS')",2
"('CHICKEN NOODLES', 'LEMON JUICE')",2
"('COKE', 'MASALA DOSAI')",2
"('THAMSUP', 'WATER BOTTLE - 20')",2
"('MEALS', 'VENNILA CONE')",2
"('COKE MINI', 'PODI ONION DOSAI')",2
"('CHICKEN FRIED RICE', 'EGG FRIED NOODLES')",2
"('PANI PURI', 'THAMSUP')",2
"('EGG FRIED RICE', 'ONION UTHAPPAM')",2
"('CHICKEN BRIYANI', 'KALAKKI')",2
"('COLD BOOST', 'MAAZA MINI')",2
"('PANEER FRIED RICE', 'POMEGRANATE JUICE')",2
"('APPLE JUICE', 'BONDA')",2
"('IDLY', 'VEG HAKKA NOODLES')",2
"('BUTTER MILK', 'CHICKEN BRIYANI')",2
"('BOOST', 'VENNILA CUP')",2
"('CHICKEN CHILLI PARATHA', 'COKE')",2
"('CHAPPATHI', 'COLD COFFEE')",2
"('HORLICKS', 'LEMON JUICE')",2
"('BUTTER MILK', 'EGG PODIMAS')",2
"('CHICKEN CHILLI PARATHA', 'VEG NOODLES')",2
"('CURD VADA', 'EGG BOILED')",2
"('MILK', 'THAMSUP')",2
"('DAHI PAPADI CHAT', 'SAMOSA')",2
"('BOOST', 'ONION DOSAI')",2
"('BHEL PURI', 'COKE MEDIUM')",2
"('MASALA CHILI BAAJEE', 'PANI PURI')",2
"('PODI ONION DOSAI', 'WATER BOTTLE - 20')",2
"('EGG FRIED NOODLES', 'TEA')",2
"('COKE MEDIUM', 'MASALA PURI')",2
"('COKE MINI', 'HORLICKS')",2
"('GOBI MANCHURIAN', 'TEA')",2
"('CURD VADA', 'PANEER PARATHA')",2
"('CURD RICE', 'GOBI MANCHURIAN')",2
"('BOURNVITA', 'WATER BOTTLE')",2
"('CHAPPATHI', 'SPRITE')",2
"('GHEE PODI DOSA', 'SAMOSA')",2
"('CHILLI PARTHA', 'MEALS')",2
"('APPLE JUICE', 'TOMATO RICE')",2
"('MOSAMBI', 'VEG NOODLES')",2
"('DOSA', 'PAPER DOSA')",2
"('BUTTER SCOTCH MINI', 'THAMSUP')",2
"('LEMON RICE', 'VENNILA CUP')",2
"('CHAPATHI -1', 'MEALS')",2
"('BAAJEE', 'COLD BOOST')",2
"('CHAPPATHI', 'THAMSUP')",2
"('CHICKEN PODI MASS', 'PANIYARAM')",2
"('SEV PURI', 'WATER MELON')",2
"('CHAPPATHI', 'OMLETTE')",2
"('PANEER FRIED RICE', 'WATER MELON')",2
"('APPLE JUICE', 'PANIYARAM')",2
"('DAHI PAPADI CHAT', 'SAMOSA CHAT')",2
"('CHICKEN CHILLI PARATHA', 'PANI PURI')",2
"('CHICKEN MANCHURIAN', 'EGG PODIMAS')",2
"('GHEE DOSA', 'ORANGE JUICE')",2
"('DAHI PAPADI CHAT', 'DOSA')",2
"('MEALS', 'OMLETTE')",2
"('SAMBAR RICE', 'VEG HAKKA NOODLES')",2
"('PANEER FRIED RICE', 'SAMBAR RICE')",2
"('MAAZA', 'SPRITE')",2
"('MAAZA', 'OREO')",2
"('OREO MILK SHAKE', 'TEA')",2
"('BAAJEE', 'BUTTER SCOTCH')",2
"('BAAJEE', 'ORANGE JUICE')",2
"('BUTTER SCOTCH', 'ORANGE JUICE')",2
"('MAAZA MINI', 'ORANGE JUICE')",2
"('GOBI FRIED RICE', 'KALAKKI')",2
"('MAAZA', 'WATER MELON')",2
"('COLD BOOST', 'PODI DOSA')",2
"('CHICKEN MANCHURIAN', 'PODI DOSA')",2
"('PAPER DOSA', 'PODI ONION DOSAI')",2
"('HORLICKS', 'PINE APPIE JUICE')",2
"('CHICKEN MANCHURIAN', 'OREO MILK SHAKE')",2
"('CHICKEN CHILLI PARATHA', 'CHICKEN MANCHURIAN')",2
"('SPRITE', 'TEA')",2
"('PONGAL', 'RAVA DOSA')",2
"('EGG PODIMAS', 'WATER MELON')",2
"('CHAPATHI -1', 'EGG OMLETTE')",2
"('CHAPATHI -1', 'TOMATO RICE')",2
"('EGG OMLETTE', 'WATER BOTTLE - 20')",2
"('PANIYARAM', 'PARATHA')",2
"('GOBI MANCHURIAN', 'IDLY')",2
"('COFFEE', 'COLD COFFEE')",2
"('SAMOSA CHAT', 'TEA')",2
"('SPRITE MINI', 'WATER MELON')",2
"('CURD VADA', 'GHEE PODI DOSA')",2
"('CHICKEN BIRIYANI', 'SEZWAN CHICKEN FRIED NOODLES')",2
"('CHICKEN MASALA', 'LEMON JUICE')",2
"('EGG KALAKKI', 'IDLY')",2
"('GHEE PODI DOSA', 'SAMBAR VADA')",2
"('EGG PODIMAS', 'POMEGRANATE JUICE')",2
"('CHICKEN CHILLI PARATHA', 'HORLICKS')",2
"('CHICKEN 65', 'PANI PURI')",2
"('WATER MELON', 'WHITE CHICKEN MASALA')",2
"('VEG BIRIYANI', 'VEG NOODLES')",2
"('SAMBAR VADA', 'WATER BOTTLE - 10')",2
"('BISCUIT - 30', 'SAMOSA')",2
"('MILK', 'SAMBAR RICE')",2
"('DAHI PURI', 'SPRITE MINI')",2
"('COKE MINI', 'VEG BIRIYANI')",2
"('BHEL PURI', 'BOOST')",2
"('LEMONJUICE', 'VADA')",2
"('CHAPPATHI', 'LEMONJUICE')",2
"('EGG MASALA', 'EGG OMLETTE')",2
"('LEMONJUICE', 'WATER BOTTLE')",2
"('THAMSUP', 'VENNILA CONE')",2
"('DAHI PURI', 'EGG PODIMAS')",2
"('CURD RICE', 'VEG HAKKA NOODLES')",2
"('EXTRA', 'MAAZA')",2
"('LEMON JUICE', 'TOMATO RICE')",2
"('BISCUIT - 10', 'THAMSUP')",2
"('HORLICKS', 'WATER MELON')",2
"('EXTRA', 'PINE APPIE JUICE')",2
"('CHICKEN BRIYANI', 'CHILLI CHICKEN')",2
"('DAHI PURI', 'MILK')",2
"('EGG FRIED RICE', 'VENNILA CONE')",2
"('VENNILA CUP', 'WATER MELON')",2
"('COLD BOOST', 'TEA')",2
"('GOBI MANCHURIAN', 'OREO MILK SHAKE')",2
"('CHICKEN BRIYANI', 'EGG FRIED NOODLES')",2
"('ALOO PARATHA', 'CHAPPATHI')",2
"('EGG BIRIYANI', 'KALAKKI')",2
"('BUTTER MILK', 'WATER BOTTLE - 10')",2
"('EGG PODIMAS', 'OREO MILK SHAKE')",2
"('GOBI FRIED RICE', 'LEMON JUICE')",2
"('SEZWAN CHICKEN FRIED RICE', 'WHITE CHICKEN MASALA')",2
"('CHENNA - 10', 'CURD RICE')",2
"('GOBI MANCHURIAN', 'LEMON RICE')",2
"('CHILLI PARTHA', 'SEZWAN CHICKEN FRIED RICE')",2
"('CHICKEN BRIYANI', 'GHEE DOSA')",2
"('MINI MEALS', 'WATER MELON')",2
"('CHICKEN NOODLES', 'PINE APPIE JUICE')",2
"('CHICKEN BRIYANI', 'COKE MINI')",2
"('BUTTER SCOTCH', 'COKE MEDIUM')",2
"('GHEE DOSA', 'SEZWAN CHICKEN FRIED RICE')",2
"('BHEL PURI', 'ONION DOSAI')",2
"('COFFEE', 'EGG BOILED')",2
"('CHICKEN MASALA', 'EGG OMLETTE')",2
"('TOMATO RICE', 'WATER BOTTLE')",2
"('CHICKEN BIRIYANI', 'WATER BOTTLE')",2
"('VEG FRIED RICE', 'WATER MELON')",2
"('BONDA', 'LEMON JUICE')",2
"('CHICKEN FRIED RICE', 'ONION DOSAI')",2
"('CHICKEN 65', 'SEZWAN CHICKEN FRIED NOODLES')",2
"('LEMONJUICE', 'TEA')",2
"('LEMON RICE', 'MOSAMBI')",2
"('COLOURS - 25', 'SPRITE MINI')",2
"('BISCUIT - 10', 'BISCUIT - 30')",2
"('PANEER FRIED RICE', 'SEZWAN VEG FRIED RICE')",2
"('CHICKEN NOODLES', 'PODI DOSA')",2
"('BAAJEE', 'SAMBAR RICE')",2
"('LEMON JUICE', 'MAAZA')",2
"('MOSAMBI', 'OREO MILK SHAKE')",2
"('BAG', 'POMEGRANATE JUICE')",2
"('LEMON JUICE', 'PANIYARAM')",2
"('BAAJEE', 'LEMON JUICE')",2
"('EXTRA', 'MOSAMBI')",2
"('BAG', 'ONION DOSAI')",2
"('LEMON JUICE', 'ORANGE JUICE')",2
"('BOOST', 'GHEE PODI DOSA')",2
"('COKE MINI', 'VANNILA MILK SHAKE')",2
"('SEZWAN CHICKEN FRIED NOODLES', 'WHITE CHICKEN MASALA')",2
"('BOURNVITA', 'CHICKEN PODI MASS')",2
"('MASALA PURI', 'ORANGE JUICE')",2
"('CHILLI CHICKEN', 'POMEGRANATE JUICE')",2
"('CHAPPATHI', 'PAROTTA')",2
"('COLD BOOST', 'LEMON JUICE')",2
"('EGG PODIMAS', 'WATER BOTTLE - 10')",2
"('BISCUIT - 5', 'VADA')",2
"('CHICKEN PODI MASS', 'COLD BOOST')",2
"('CHICKEN NOODLES', 'DAHI PURI')",2
"('PODI ONION DOSAI', 'SEV PURI')",2
"('BISCUIT - 10', 'CURD VADA')",2
"('BISCUIT - 10', 'PODI DOSA')",2
"('MILK', 'PANI PURI')",2
"('CHEESE MASALA DOSA', 'DOSA')",2
"('MAAZA MINI', 'VENNILA CONE')",2
"('BUTTER SCOTCH', 'POMEGRANATE JUICE')",2
"('CHICKEN BRIYANI', 'EGG OMLETTE')",2
"('EGG FRIED NOODLES', 'MASALA DOSAI')",2
"('BUTTER SCOTCH MINI', 'CURD VADA')",2
"('CHANNA MASALA', 'MASALA DOSAI')",2
"('EGG PODIMAS', 'PANI PURI')",2
"('ONION DOSAI', 'WATER BOTTLE')",2
"('TOMATO RICE', 'WATER MELON')",2
"('EGG FRIED RICE', 'EXTRA')",2
"('CHAPPATHI', 'PAPER DOSA')",2
"('CHICKEN BIRIYANI', 'WATER MELON')",2
"('EGG FRIED RICE', 'GOBI FRIED RICE')",2
"('GOBI FRIED RICE', 'WATER MELON')",2
"('GHEE DOSA', 'UTHAAPPAM')",2
"('APPLE JUICE', 'SPRITE MINI')",2
"('BHEL PURI', 'EGG OMLETTE')",2
"('VEG BIRIYANI', 'VENNILA CUP')",2
"('SAMBAR RICE', 'VENNILA CUP')",2
"('EGG PODIMAS', 'SEZWAN CHICKEN FRIED RICE')",2
"('CHAPPATHI', 'RASAM RICE')",2
"('CHEESE MASALA DOSA', 'DAHI PURI')",2
"('BOOST', 'CHEESE MASALA DOSA')",2
"('PANEER PARATHA', 'SAMOSA')",2
"('CHILLI PARTHA', 'TEA')",2
"('SPRITE MINI', 'WATER BOTTLE - 10')",2
"('CHILLI PARTHA', 'EGG FRIED RICE')",2
"('BUTTER MILK', 'LEMON JUICE')",2
"('APPLE JUICE', 'HORLICKS')",2
"('COKE MINI', 'ONION UTHAPPAM')",2
"('ALOO CHAT', 'IDLY')",2
"('CHICKEN MANCHURIAN', 'PARATHA')",2
"('DOSA', 'SEZWAN CHICKEN FRIED RICE')",2
"('CHICKEN BIRIYANI', 'DOSA')",2
"('SAMOSA CHAT', 'WATER BOTTLE - 10')",2
"('BHEL PURI', 'KALAKKI')",2
"('CHICKEN FRIED RICE', 'PAROTTA')",2
"('BUTTER SCOTCH MINI', 'DOSA')",2
"('CHICKEN MANCHURIAN', 'SAMOSA')",2
"('WATER BOTTLE - 10', 'WHITE CHICKEN MASALA')",2
"('DAHI PURI', 'MASALA BONDA')",2
"('CHICKEN NOODLES', 'CHILLI PARTHA')",2
"('APPLE JUICE', 'BUTTER MILK')",2
"('EGG FRIED RICE', 'SEZWAN VEG FRIED RICE')",2
"('CHICKEN MANCHURIAN', 'POMEGRANATE JUICE')",2
"('CHANNA MASALA', 'TEA')",2
"('VENNILA CONE', 'WATER BOTTLE - 20')",2
"('EGG FRIED NOODLES', 'POMEGRANATE JUICE')",2
"('BOOST', 'COLD BOOST')",2
"('BOOST', 'EXTRA')",2
"('BAAJEE', 'VENNILA CONE')",2
"('MASALA PURI', 'MOSAMBI')",2
"('CHICKEN MANCHURIAN', 'IDLY')",2
"('CHICKEN 65', 'MASALA DOSAI')",2
"('BHEL PURI', 'EGG FRIED RICE')",2
"('CURD VADA', 'UTHAAPPAM')",2
"('BHEL PURI', 'MIX CHAT')",2
"('COKE MEDIUM', 'KALAKKI')",2
"('BUTTER SCOTCH MINI', 'EGG OMLETTE')",2
"('BUTTER SCOTCH MINI', 'GHEE DOSA')",2
"('KALAKKI', 'VEG BIRIYANI')",2
"('DOSA', 'VENNILA CONE')",2
"('BOURNVITA', 'WATER BOTTLE - 20')",2
"('PINE APPIE JUICE', 'SPRITE MINI')",2
"('KALAKKI', 'MASALA PURI')",2
"('KALAKKI', 'WATER BOTTLE - 10')",2
"('BOOST', 'COKE')",2
"('CHANNA SAMOSA', 'SAMOSA')",2
"('COLD COFFEE', 'CURD VADA')",2
"('LEMON JUICE', 'MEALS')",2
"('BISCUIT - 5', 'VENNILA CUP')",2
"('CHILLI CHICKEN', 'EGG PODIMAS')",2
"('PANI PURI', 'SEZWAN CHICKEN FRIED RICE')",2
"('CHAPATHI -1', 'POMEGRANATE JUICE')",2
"('CHICKEN FRIED RICE', 'CHICKEN MASALA')",2
"('CHICKEN MASALA', 'EXTRA')",2
"('OREO MILK SHAKE', 'VANNILA MILK SHAKE')",2
"('CHICKEN BIRIYANI', 'MOSAMBI')",2
"('DOSA', 'THAMSUP')",2
"('COLD BOOST', 'SAMBAR RICE')",2
"('BAAJEE', 'CHANNA MASALA')",2
"('PODI ONION DOSAI', 'WATER MELON')",2
"('MASALA DOSAI', 'PAPER DOSA')",2
"('OREO MILK SHAKE', 'PANI PURI')",2
"('LEMON RICE', 'WATER MELON')",2
"('APPLE JUICE', 'OREO MILK SHAKE')",2
"('CHILLI PARTHA', 'VEG NOODLES')",2
"('CHICKEN BIRIYANI', 'COLD BOOST')",2
"('CHAPPATHI', 'VENNILA CUP')",2
"('BONDA', 'VADA')",2
"('HOT WATER', 'ONION UTHAPPAM')",2
"('DAHI PURI', 'LEMON JUICE')",2
"('CHAPPATHI', 'EGG BIRIYANI')",2
"('CHICKEN PODI MASS', 'WATER BOTTLE - 10')",2
"('APPLE JUICE', 'MASALA PURI')",2
"('IDLY', 'OREO MILK SHAKE')",2
"('CHICKEN NOODLES', 'GOBI MANCHURIAN')",2
"('DOSA', 'OREO')",2
"('HOT WATER', 'MOSAMBI')",2
"('CHANNA MASALA', 'CHAPPATHI')",2
"('CHICKEN PODI MASS', 'HORLICKS')",2
"('CHAPATHI -1', 'CURD VADA')",2
"('BAG', 'MILK')",2
"('BISCUIT - 30', 'MAAZA MINI')",2
"('PAROTTA', 'TEA')",2
"('BOOST', 'THAMSUP')",2
"('BUTTER SCOTCH MINI', 'OREO')",2
"('BUTTER MILK', 'POMEGRANATE JUICE')",2
"('PANI PURI', 'VENNILA CONE')",2
"('CHICKEN MASALA', 'GHEE DOSA')",2
"('GHEE DOSA', 'GOBI FRIED RICE')",2
"('CHICKEN FRIED RICE', 'PARATHA')",2
"('EGG OMLETTE', 'ONION DOSAI')",2
"('OREO', 'PANIYARAM')",2
"('OREO', 'SAMOSA')",2
"('IDLY', 'MASALA PURI')",2
"('ALOO CHAT', 'DOSA')",2
"('DOSA', 'EGG BOILED')",2
"('COLD BOURNVITA', 'IDLY')",2
"('CHICKEN MANCHURIAN', 'THAMSUP')",2
"('BAG', 'ORANGE JUICE')",2
"('PARATHA', 'SAMOSA')",2
"('MOSAMBI', 'WHITE CHICKEN MASALA')",2
"('COLD BOOST', 'VADA')",2
"('GHEE DOSA', 'PANEER FRIED RICE')",2
"('COLD BOOST', 'POORI')",2
"('EGG BOILED', 'RASAM RICE')",2
"('CHICKEN FRIED RICE', 'TOMATO RICE')",2
"('BISCUIT - 10', 'MEALS')",2
"('BISCUIT - 10', 'PANI PURI')",2
"('HOT WATER', 'WATER MELON')",2
"('EGG PODIMAS', 'GOBI MANCHURIAN')",2
"('GHEE DOSAI', 'IDLY')",2
"('CHICKEN MASALA', 'WHITE CHICKEN MASALA')",2
"('GOBI MANCHURIAN', 'PANEER FRIED RICE')",2
"('EGG OMLETTE', 'VADA')",2
"('LEMON JUICE', 'SEV PURI')",2
"('DOSA', 'GHEE DOSAI')",2
"('COKE MEDIUM', 'MEALS')",2
"('BONDA', 'MAAZA MINI')",2
"('PANEER PARATHA', 'TEA')",2
"('CHENNA - 10', 'CURD VADA')",2
"('MOSAMBI', 'VENNILA CUP')",2
"('APPLE JUICE', 'VEG NOODLES')",2
"('CHENNA - 10', 'MEALS')",2
"('CHICKEN CHILLI PARATHA', 'GHEE DOSA')",2
"('ALOO PARATHA', 'SAMBAR VADA')",2
"('CHICKEN FRIED RICE', 'PRAWN FRIED RICE')",2
"('CHAPATHI -1', 'PANIYARAM')",2
"('ORANGE JUICE', 'VENNILA CUP')",2
"('CHICKEN NOODLES', 'PANIYARAM')",2
"('HOT WATER', 'PARATHA')",2
"('EGG FRIED NOODLES', 'EGG PODIMAS')",2
"('ONION DOSAI', 'SAMBAR VADA')",2
"('EGG BOILED', 'TEA')",2
"('MANGO ZAP', 'SPRITE MINI')",2
"('BAAJEE', 'ONION DOSAI')",2
"('CHILLI PARTHA', 'WATER MELON')",2
"('EGG CHILLI PARATHA', 'WATER BOTTLE')",2
"('CHICKEN PODI MASS', 'ONION DOSAI')",2
"('APPLE JUICE', 'ONION UTHAPPAM')",2
"('BUTTER SCOTCH MINI', 'WATER BOTTLE - 10')",2
"('SEZWAN CHICKEN FRIED RICE', 'VEG NOODLES')",2
"('COKE MINI', 'VEG NOODLES')",2
"('PANIYARAM', 'VENNILA CONE')",2
"('MILK', 'PARATHA')",2
"('CHICKEN BRIYANI', 'WATER BOTTLE - 20')",2
"('PANIYARAM', 'SEZWAN CHICKEN FRIED RICE')",2
"('CHAPATHI -1', 'RAVA DOSA')",2
"('CHILLI PARTHA', 'WATER BOTTLE')",2
"('CHILLI PARTHA', 'SEZWAN EGG FRIED RICE')",2
"('CHAPPATHI', 'DAHI PAPADI CHAT')",2
"('BAAJEE', 'BISCUIT - 5')",2
"('CHILLI PARTHA', 'UTHAAPPAM')",2
"('BAAJEE', 'CHANNA SAMOSA')",2
"('GOBI FRIED NOODLES', 'PANEER FRIED RICE')",2
"('CHENNA - 10', 'MASALA DOSAI')",2
"('EGG OMLETTE', 'SEV PURI')",2
"('CHICKEN NOODLES', 'HORLICKS')",2
"('ALOO PARATHA', 'EGG FRIED NOODLES')",2
"('MASALA PURI', 'MIX CHAT')",2
"('MOSAMBI', 'PONGAL')",2
"('MASALA PURI', 'VEG NOODLES')",2
"('BUTTER SCOTCH MINI', 'PINE APPIE JUICE')",2
"('CHICKEN PODI MASS', 'IDLY')",2
"('BUTTER SCOTCH MINI', 'WATER BOTTLE - 20')",2
"('HOT WATER', 'ORANGE JUICE')",1
"('PODI DOSA', 'VEG NOODLES')",1
"('BUTTER MILK', 'PANI PURI')",1
"('CHICKEN CHILLI PARATHA', 'THAMSUP')",1
"('GOBI FRIED RICE', 'SEZWAN CHICKEN FRIED RICE')",1
"('PANEER PARATHA', 'PODI DOSA')",1
"('CHICKEN 65', 'GOBI FRIED RICE')",1
"('EXTRA', 'LEMON JUICE')",1
"('MASALA DOSAI', 'MIX CHAT')",1
"('BUTTER MILK', 'RASAM RICE')",1
"('BUTTER SCOTCH', 'MIX CHAT')",1
"('SPRITE MEDIUM', 'VENNILA CONE')",1
"('PANEER PARATHA', 'SAMBAR VADA')",1
"('COKE MEDIUM', 'THAMSUP')",1
"('BHEL PURI', 'CHICKEN BRIYANI')",1
"('APPLE JUICE', 'ONION DOSAI')",1
"('APPLE JUICE', 'PEPPER CHICKEN')",1
"('GOBI FRIED RICE', 'ONION UTHAPPAM')",1
"('MASALA DOSAI', 'THAMSUP')",1
"('APPLE JUICE', 'CHICKEN NOODLES')",1
"('BUTTER SCOTCH', 'SPRITE MEDIUM')",1
"('APPLE JUICE', 'CHICKEN BRIYANI')",1
"('MAAZA MINI', 'OREO')",1
"('GOBI FRIED RICE', 'WATER BOTTLE')",1
"('DAHI PAPADI CHAT', 'THAMSUP')",1
"('COKE MINI', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('COLD BOOST', 'WHITE CHICKEN MASALA')",1
"('COKE MINI', 'EGG KALAKKI')",1
"('BUTTER SCOTCH MINI', 'SPRITE MEDIUM')",1
"('CHILLI CHICKEN', 'PODI ONION DOSAI')",1
"('CHICKEN PODI MASS', 'SEV PURI')",1
"('COLD BOOST', 'MEALS')",1
"('CHILLI CHICKEN', 'HORLICKS')",1
"('BAAJEE', 'KALAKKI')",1
"('BAAJEE', 'THAMSUP')",1
"('PANI PURI', 'VENNILA CUP')",1
"('CHILLI CHICKEN', 'SEV PURI')",1
"('EGG CHILLI PARATHA', 'PANI PURI')",1
"('CHICKEN 65', 'THAMSUP')",1
"('PANIYARAM', 'RAVA DOSA')",1
"('PAPER DOSA', 'POORI')",1
"('BAAJEE', 'VENNILA CUP')",1
"('APPLE JUICE', 'SEV PURI')",1
"('BOOST', 'POORI - 1')",1
"('PANEER PARATHA', 'VADA')",1
"('LEMON RICE', 'WATER BOTTLE')",1
"('BISCUIT - 5', 'BOURNVITA')",1
"('CHAPATHI -1', 'VENNILA CUP')",1
"('APPLE JUICE', 'CHICKEN CHILLI PARATHA')",1
"('BOURNVITA', 'BUTTER MILK')",1
"('PINE APPIE JUICE', 'SEV PURI')",1
"('CHICKEN PODI MASS', 'PODI ONION DOSAI')",1
